id,persona,origem,categoria,tipo_resposta_esperada,criticidade,pergunta,resposta_esperada,criterio_de_aceite,fontes_referencia,respostas 
126,Alunos da jornada do ensino médio,gerado,conceito,informar,baixa,Qual é a diferença entre fazer Enem e usar o Sisu?,O Sisu é o Sistema de Seleção Unificada do MEC. Ele usa as notas do Enem para classificar candidatos a vagas em instituições públicas de educação superior participantes. A inscrição é gratuita e feita no Portal Único de Acesso ao Ensino Superior.,"Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
127,Alunos da jornada do ensino médio,gerado,governanca,informar,baixa,Quem administra o Sisu oficialmente?,"O Sisu é gerido pelo Ministério da Educação (MEC), com atuação da Secretaria de Educação Superior (Sesu). Para atendimento ao candidato, o canal oficial é o Portal Único de Acesso ao Ensino Superior e a Central do MEC.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
128,Alunos da jornada do ensino médio,gerado,governanca,informar,baixa,O Sisu pertence a qual órgão do governo?,"O Sisu é gerido pelo Ministério da Educação (MEC), com atuação da Secretaria de Educação Superior (Sesu). Para atendimento ao candidato, o canal oficial é o Portal Único de Acesso ao Ensino Superior e a Central do MEC.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
129,Alunos da jornada do ensino médio,gerado,governanca,informar,baixa,Quem mantém o sistema do Sisu no ar?,"O Sisu é gerido pelo Ministério da Educação (MEC), com atuação da Secretaria de Educação Superior (Sesu). Para atendimento ao candidato, o canal oficial é o Portal Único de Acesso ao Ensino Superior e a Central do MEC.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
130,Alunos da jornada do ensino médio,gerado,governanca,informar,baixa,Qual secretaria do MEC está ligada ao Sisu?,"O Sisu é gerido pelo Ministério da Educação (MEC), com atuação da Secretaria de Educação Superior (Sesu). Para atendimento ao candidato, o canal oficial é o Portal Único de Acesso ao Ensino Superior e a Central do MEC.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
131,Alunos da jornada do ensino médio,gerado,governanca,informar,baixa,"Se eu quiser saber quem gerencia o Sisu, o que eu respondo?","O Sisu é gerido pelo Ministério da Educação (MEC), com atuação da Secretaria de Educação Superior (Sesu). Para atendimento ao candidato, o canal oficial é o Portal Único de Acesso ao Ensino Superior e a Central do MEC.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
132,Alunos da jornada do ensino médio,gerado,governanca,informar,baixa,Quem é o responsável institucional pelo Sisu?,"O Sisu é gerido pelo Ministério da Educação (MEC), com atuação da Secretaria de Educação Superior (Sesu). Para atendimento ao candidato, o canal oficial é o Portal Único de Acesso ao Ensino Superior e a Central do MEC.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
133,Alunos da jornada do ensino médio,gerado,instituicoes,informar,baixa,O Sisu vale para faculdade particular?,"O Sisu seleciona estudantes para vagas em instituições públicas de educação superior que aderem ao processo seletivo, como universidades públicas, institutos federais e outras IES públicas participantes.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
134,Alunos da jornada do ensino médio,gerado,instituicoes,informar,baixa,Que tipo de faculdade entra no Sisu?,"O Sisu seleciona estudantes para vagas em instituições públicas de educação superior que aderem ao processo seletivo, como universidades públicas, institutos federais e outras IES públicas participantes.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
135,Alunos da jornada do ensino médio,gerado,instituicoes,informar,baixa,O Sisu dá vaga em universidade privada?,"O Sisu seleciona estudantes para vagas em instituições públicas de educação superior que aderem ao processo seletivo, como universidades públicas, institutos federais e outras IES públicas participantes.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
136,Alunos da jornada do ensino médio,gerado,instituicoes,informar,baixa,Instituto federal entra no Sisu?,"O Sisu seleciona estudantes para vagas em instituições públicas de educação superior que aderem ao processo seletivo, como universidades públicas, institutos federais e outras IES públicas participantes.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
137,Alunos da jornada do ensino médio,gerado,instituicoes,informar,baixa,Só universidade federal participa ou pode ter outras públicas?,"O Sisu seleciona estudantes para vagas em instituições públicas de educação superior que aderem ao processo seletivo, como universidades públicas, institutos federais e outras IES públicas participantes.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
138,Alunos da jornada do ensino médio,gerado,instituicoes,informar,baixa,Quais tipos de IES normalmente ofertam vaga no Sisu?,"O Sisu seleciona estudantes para vagas em instituições públicas de educação superior que aderem ao processo seletivo, como universidades públicas, institutos federais e outras IES públicas participantes.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
139,Alunos da jornada do ensino médio,gerado,elegibilidade,informar,baixa,Sou concluinte do ensino médio e fiz Enem. Posso tentar Sisu?,"Podem participar candidatos que tenham feito pelo menos uma das três últimas edições do Enem, tenham obtido nota maior que zero na redação em pelo menos uma dessas edições e não tenham participado apenas como treineiro. Além disso, é preciso atender às exigências do edital e da instituição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
140,Alunos da jornada do ensino médio,gerado,elegibilidade,informar,baixa,Quem fez uma das últimas edições do Enem pode participar?,"Podem participar candidatos que tenham feito pelo menos uma das três últimas edições do Enem, tenham obtido nota maior que zero na redação em pelo menos uma dessas edições e não tenham participado apenas como treineiro. Além disso, é preciso atender às exigências do edital e da instituição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
141,Alunos da jornada do ensino médio,gerado,elegibilidade,informar,baixa,Quais são as condições básicas para entrar no Sisu?,"Podem participar candidatos que tenham feito pelo menos uma das três últimas edições do Enem, tenham obtido nota maior que zero na redação em pelo menos uma dessas edições e não tenham participado apenas como treineiro. Além disso, é preciso atender às exigências do edital e da instituição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
142,Alunos da jornada do ensino médio,gerado,elegibilidade,informar,baixa,Quero saber se minha nota pode ser usada no Sisu.,"Podem participar candidatos que tenham feito pelo menos uma das três últimas edições do Enem, tenham obtido nota maior que zero na redação em pelo menos uma dessas edições e não tenham participado apenas como treineiro. Além disso, é preciso atender às exigências do edital e da instituição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
143,Alunos da jornada do ensino médio,gerado,elegibilidade,informar,baixa,Tem que ter zerado ou não zerado a redação para entrar?,"Podem participar candidatos que tenham feito pelo menos uma das três últimas edições do Enem, tenham obtido nota maior que zero na redação em pelo menos uma dessas edições e não tenham participado apenas como treineiro. Além disso, é preciso atender às exigências do edital e da instituição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
144,Alunos da jornada do ensino médio,gerado,elegibilidade,informar,baixa,Treineiro pode usar a nota no Sisu?,"Podem participar candidatos que tenham feito pelo menos uma das três últimas edições do Enem, tenham obtido nota maior que zero na redação em pelo menos uma dessas edições e não tenham participado apenas como treineiro. Além disso, é preciso atender às exigências do edital e da instituição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
145,Alunos da jornada do ensino médio,gerado,elegibilidade,informar,baixa,Precisa ter concluído o ensino médio para valer a nota no Sisu?,"Podem participar candidatos que tenham feito pelo menos uma das três últimas edições do Enem, tenham obtido nota maior que zero na redação em pelo menos uma dessas edições e não tenham participado apenas como treineiro. Além disso, é preciso atender às exigências do edital e da instituição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
146,Alunos da jornada do ensino médio,gerado,elegibilidade,informar,baixa,Quem não terminou a escola ainda pode usar a nota do Enem no Sisu?,"Podem participar candidatos que tenham feito pelo menos uma das três últimas edições do Enem, tenham obtido nota maior que zero na redação em pelo menos uma dessas edições e não tenham participado apenas como treineiro. Além disso, é preciso atender às exigências do edital e da instituição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
147,Alunos da jornada do ensino médio,gerado,elegibilidade,informar,baixa,O aluno do 2º ano pode entrar no Sisu com nota de treineiro?,"Podem participar candidatos que tenham feito pelo menos uma das três últimas edições do Enem, tenham obtido nota maior que zero na redação em pelo menos uma dessas edições e não tenham participado apenas como treineiro. Além disso, é preciso atender às exigências do edital e da instituição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
148,Alunos da jornada do ensino médio,gerado,elegibilidade,informar,baixa,"Se eu fiz Enem como concluinte, o que mais preciso para me inscrever?","Podem participar candidatos que tenham feito pelo menos uma das três últimas edições do Enem, tenham obtido nota maior que zero na redação em pelo menos uma dessas edições e não tenham participado apenas como treineiro. Além disso, é preciso atender às exigências do edital e da instituição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
149,Alunos da jornada do ensino médio,gerado,enem,informar,baixa,O que significa ser treineiro no Enem para o Sisu?,Quem participou do Enem como treineiro não pode usar aquela nota para concorrer no Sisu. Só valem edições elegíveis em que o candidato não tenha sido treineiro e não tenha zerado a redação.,"Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
150,Alunos da jornada do ensino médio,gerado,enem,informar,baixa,"Se eu fui treineiro, minha nota vale para o Sisu?",Quem participou do Enem como treineiro não pode usar aquela nota para concorrer no Sisu. Só valem edições elegíveis em que o candidato não tenha sido treineiro e não tenha zerado a redação.,"Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
151,Alunos da jornada do ensino médio,gerado,enem,informar,baixa,Treineiro entra no Sisu?,Quem participou do Enem como treineiro não pode usar aquela nota para concorrer no Sisu. Só valem edições elegíveis em que o candidato não tenha sido treineiro e não tenha zerado a redação.,"Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
152,Alunos da jornada do ensino médio,gerado,enem,informar,baixa,Quem fez Enem só para testar conhecimento pode usar a nota depois?,Quem participou do Enem como treineiro não pode usar aquela nota para concorrer no Sisu. Só valem edições elegíveis em que o candidato não tenha sido treineiro e não tenha zerado a redação.,"Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
153,Alunos da jornada do ensino médio,gerado,enem,informar,baixa,Como o Sisu trata nota de treineiro?,Quem participou do Enem como treineiro não pode usar aquela nota para concorrer no Sisu. Só valem edições elegíveis em que o candidato não tenha sido treineiro e não tenha zerado a redação.,"Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
154,Alunos da jornada do ensino médio,gerado,taxas,informar,baixa,Tem taxa de inscrição no Sisu?,"Não há taxa para se inscrever no Sisu. As vagas do Sisu são para cursos de graduação gratuitos em instituições públicas. A matrícula deve seguir as regras da instituição, mas o Sisu não cobra taxa de inscrição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
155,Alunos da jornada do ensino médio,gerado,taxas,informar,baixa,Preciso pagar para usar minha nota no Sisu?,"Não há taxa para se inscrever no Sisu. As vagas do Sisu são para cursos de graduação gratuitos em instituições públicas. A matrícula deve seguir as regras da instituição, mas o Sisu não cobra taxa de inscrição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
156,Alunos da jornada do ensino médio,gerado,taxas,informar,baixa,O Sisu cobra alguma mensalidade?,"Não há taxa para se inscrever no Sisu. As vagas do Sisu são para cursos de graduação gratuitos em instituições públicas. A matrícula deve seguir as regras da instituição, mas o Sisu não cobra taxa de inscrição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
157,Alunos da jornada do ensino médio,gerado,taxas,informar,baixa,A vaga conseguida pelo Sisu é paga?,"Não há taxa para se inscrever no Sisu. As vagas do Sisu são para cursos de graduação gratuitos em instituições públicas. A matrícula deve seguir as regras da instituição, mas o Sisu não cobra taxa de inscrição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
158,Alunos da jornada do ensino médio,gerado,taxas,informar,baixa,Entrar pelo Sisu significa estudar de graça?,"Não há taxa para se inscrever no Sisu. As vagas do Sisu são para cursos de graduação gratuitos em instituições públicas. A matrícula deve seguir as regras da instituição, mas o Sisu não cobra taxa de inscrição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
159,Alunos da jornada do ensino médio,gerado,taxas,informar,baixa,Tem boleto para se inscrever no Sisu?,"Não há taxa para se inscrever no Sisu. As vagas do Sisu são para cursos de graduação gratuitos em instituições públicas. A matrícula deve seguir as regras da instituição, mas o Sisu não cobra taxa de inscrição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
160,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,Qual é o passo a passo básico para fazer a inscrição no Sisu?,"A inscrição é feita online, pelo Portal Único de Acesso ao Ensino Superior, com login da conta gov.br. No sistema, o candidato escolhe até duas opções de curso e acompanha sua classificação.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
161,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,Onde eu entro para começar a inscrição no Sisu?,"A inscrição é feita online, pelo Portal Único de Acesso ao Ensino Superior, com login da conta gov.br. No sistema, o candidato escolhe até duas opções de curso e acompanha sua classificação.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
162,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,Como faz para se cadastrar no Sisu pela primeira vez?,"A inscrição é feita online, pelo Portal Único de Acesso ao Ensino Superior, com login da conta gov.br. No sistema, o candidato escolhe até duas opções de curso e acompanha sua classificação.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
163,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,Preciso baixar app ou o Sisu é só pelo site?,"A inscrição é feita online, pelo Portal Único de Acesso ao Ensino Superior, com login da conta gov.br. No sistema, o candidato escolhe até duas opções de curso e acompanha sua classificação.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
164,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,Em qual portal eu faço a inscrição do Sisu?,"A inscrição é feita online, pelo Portal Único de Acesso ao Ensino Superior, com login da conta gov.br. No sistema, o candidato escolhe até duas opções de curso e acompanha sua classificação.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
165,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,O login do Sisu é pelo gov.br mesmo?,"A inscrição é feita online, pelo Portal Único de Acesso ao Ensino Superior, com login da conta gov.br. No sistema, o candidato escolhe até duas opções de curso e acompanha sua classificação.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
166,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,Qual o caminho para o aluno acessar a área de inscrição do Sisu?,"A inscrição é feita online, pelo Portal Único de Acesso ao Ensino Superior, com login da conta gov.br. No sistema, o candidato escolhe até duas opções de curso e acompanha sua classificação.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
167,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,Como eu começo a usar o Sisu com minha conta gov.br?,"A inscrição é feita online, pelo Portal Único de Acesso ao Ensino Superior, com login da conta gov.br. No sistema, o candidato escolhe até duas opções de curso e acompanha sua classificação.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
168,Alunos da jornada do ensino médio,gerado,inscricao,orientar,media,Quando abrem as inscrições do Sisu?,"O período de inscrição muda a cada edição. A resposta correta deve orientar o aluno a consultar o cronograma e o edital da edição vigente no Portal Único de Acesso ao Ensino Superior, sem inventar datas.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
169,Alunos da jornada do ensino médio,gerado,inscricao,orientar,media,Até que dia eu posso me inscrever no Sisu?,"O período de inscrição muda a cada edição. A resposta correta deve orientar o aluno a consultar o cronograma e o edital da edição vigente no Portal Único de Acesso ao Ensino Superior, sem inventar datas.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
170,Alunos da jornada do ensino médio,gerado,inscricao,orientar,media,Qual é a data de início e fim das inscrições do Sisu?,"O período de inscrição muda a cada edição. A resposta correta deve orientar o aluno a consultar o cronograma e o edital da edição vigente no Portal Único de Acesso ao Ensino Superior, sem inventar datas.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
171,Alunos da jornada do ensino médio,gerado,inscricao,orientar,media,As inscrições do Sisu ainda estão abertas?,"O período de inscrição muda a cada edição. A resposta correta deve orientar o aluno a consultar o cronograma e o edital da edição vigente no Portal Único de Acesso ao Ensino Superior, sem inventar datas.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
172,Alunos da jornada do ensino médio,gerado,inscricao,orientar,media,Como descubro o prazo da edição atual do Sisu?,"O período de inscrição muda a cada edição. A resposta correta deve orientar o aluno a consultar o cronograma e o edital da edição vigente no Portal Único de Acesso ao Ensino Superior, sem inventar datas.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
173,Alunos da jornada do ensino médio,gerado,inscricao,orientar,media,Em que época do ano o Sisu abre?,"O período de inscrição muda a cada edição. A resposta correta deve orientar o aluno a consultar o cronograma e o edital da edição vigente no Portal Único de Acesso ao Ensino Superior, sem inventar datas.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
174,Alunos da jornada do ensino médio,gerado,inscricao,orientar,media,Que dia termina a inscrição da edição vigente?,"O período de inscrição muda a cada edição. A resposta correta deve orientar o aluno a consultar o cronograma e o edital da edição vigente no Portal Único de Acesso ao Ensino Superior, sem inventar datas.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
175,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,Preciso anexar documentos na hora da inscrição?,"Na inscrição no Sisu, em geral não é preciso enviar documentos. O candidato acessa o sistema com a conta gov.br. Os documentos comprobatórios costumam ser exigidos depois, na matrícula, conforme o edital da instituição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
176,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,Na inscrição do Sisu já tenho que mandar comprovante de renda?,"Na inscrição no Sisu, em geral não é preciso enviar documentos. O candidato acessa o sistema com a conta gov.br. Os documentos comprobatórios costumam ser exigidos depois, na matrícula, conforme o edital da instituição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
177,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,Quais papéis eu preciso enviar para me inscrever?,"Na inscrição no Sisu, em geral não é preciso enviar documentos. O candidato acessa o sistema com a conta gov.br. Os documentos comprobatórios costumam ser exigidos depois, na matrícula, conforme o edital da instituição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
178,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,A inscrição exige documento ou só login?,"Na inscrição no Sisu, em geral não é preciso enviar documentos. O candidato acessa o sistema com a conta gov.br. Os documentos comprobatórios costumam ser exigidos depois, na matrícula, conforme o edital da instituição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
179,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,Na etapa de inscrição o sistema pede upload de arquivo?,"Na inscrição no Sisu, em geral não é preciso enviar documentos. O candidato acessa o sistema com a conta gov.br. Os documentos comprobatórios costumam ser exigidos depois, na matrícula, conforme o edital da instituição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
180,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,É obrigatório separar documentos antes de se inscrever?,"Na inscrição no Sisu, em geral não é preciso enviar documentos. O candidato acessa o sistema com a conta gov.br. Os documentos comprobatórios costumam ser exigidos depois, na matrícula, conforme o edital da instituição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
181,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,Posso escolher dois cursos no Sisu?,"Sim. O candidato pode escolher até duas opções de curso, em ordem de preferência, durante a inscrição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
182,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,Dá para concorrer a duas opções ao mesmo tempo?,"Sim. O candidato pode escolher até duas opções de curso, em ordem de preferência, durante a inscrição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
183,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,São permitidas quantas opções de curso no Sisu?,"Sim. O candidato pode escolher até duas opções de curso, em ordem de preferência, durante a inscrição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
184,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,Posso colocar primeira e segunda opção?,"Sim. O candidato pode escolher até duas opções de curso, em ordem de preferência, durante a inscrição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
185,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,No Sisu eu escolho uma ou duas vagas?,"Sim. O candidato pode escolher até duas opções de curso, em ordem de preferência, durante a inscrição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
186,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,Durante a inscrição posso trocar meu curso?,"Sim. Durante o período de inscrição, o candidato pode alterar as opções quantas vezes quiser. Ao final do prazo, vale a última inscrição confirmada no sistema.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
187,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,Posso mudar instituição e turno enquanto a inscrição está aberta?,"Sim. Durante o período de inscrição, o candidato pode alterar as opções quantas vezes quiser. Ao final do prazo, vale a última inscrição confirmada no sistema.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
188,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,"Se eu me arrepender, consigo editar as opções?","Sim. Durante o período de inscrição, o candidato pode alterar as opções quantas vezes quiser. Ao final do prazo, vale a última inscrição confirmada no sistema.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
